Order Date,Product ID,Product,Quantity,Price,Cost,Discount,Revenue,Profit,Delivery Time (Days),Returned,Customer Name,Region
2024-05-18,P1002,Armchair,2,500,80,0.25,750.0,630.0,6,1,Ella Robinson,South East
2024-12-03,P1004,Bed Frame,4,1000,200,0.19,3240.0,2592.0,5,0,Katie Adams,North East
2023-02-11,P1009,Chest of Drawers,2,600,100,0.03,1164.0,970.0,8,0,Henry Hughes,Wales
2023-11-11,P1006,Bookshelf,2,300,50,0.24,456.0,380.0,5,0,Noah Jones,South East
2025-02-26,P1008,TV Stand,2,350,60,0.08,644.0,533.6,14,0,Sophie Hall,North West
2023-11-25,P1003,Coffee Table,4,200,40,0.16,672.0,537.6,9,0,Poppy Edwards,South West
2023-10-10,P1005,Wardrobe,4,1500,250,0.06,5640.0,4700.0,5,0,Finley Thompson,Scotland
2025-07-31,P1003,Coffee Table,5,200,40,0.16,840.0,672.0,6,0,Liam Mitchell,South East
2023-09-15,P1000,Sofa,5,1200,300,0.19,4860.0,3645.0000000000005,5,0,Ben Taylor,North West
2024-07-28,P1006,Bookshelf,5,300,50,0.11,1335.0,1112.5,6,1,Finley Thompson,Wales
2024-07-27,P1007,Office Desk,3,800,120,0.04,2304.0,1958.3999999999999,4,0,Mia Brown,North East
2024-09-03,P1007,Office Desk,1,800,120,0.04,768.0,652.8,13,0,Ella Robinson,North East
2025-04-16,P1006,Bookshelf,5,300,50,0.18,1230.0,1025.0,11,0,Katie Adams,London
2024-02-27,P1000,Sofa,5,1200,300,0.21,4740.0,3555.0,12,0,Finley Thompson,North West
2025-01-27,P1006,Bookshelf,2,300,50,0.17,498.0,415.0,14,0,Charlotte Evans,Wales
2025-02-01,P1005,Wardrobe,3,1500,250,0.05,4275.0,3562.5,8,0,Ella Robinson,South West
2024-02-28,P1002,Armchair,4,500,80,0.23,1540.0,1293.6000000000001,2,0,Henry Hughes,Wales
2024-03-04,P1004,Bed Frame,1,1000,200,0.21,790.0,632.0,11,0,Grace Walker,London
2023-07-23,P1006,Bookshelf,4,300,50,0.18,984.0000000000001,820.0000000000001,8,0,Ben Taylor,South West
2023-07-15,P1005,Wardrobe,3,1500,250,0.03,4365.0,3637.5,4,0,Katie Adams,North East
2024-12-28,P1005,Wardrobe,2,1500,250,0.13,2610.0,2175.0,14,0,Alice Carter,South East
2023-10-12,P1007,Office Desk,1,800,120,0.16,672.0,571.1999999999999,2,1,Quinn Bailey,Midlands
2023-07-15,P1003,Coffee Table,5,200,40,0.01,990.0,792.0,11,0,Ella Robinson,North East
2023-11-03,P1008,TV Stand,3,350,60,0.14,903.0,748.1999999999999,4,0,Isla Davies,Scotland
2023-01-14,P1008,TV Stand,5,350,60,0.11,1557.5,1290.5,7,0,Sophie Hall,Midlands
2024-12-23,P1006,Bookshelf,3,300,50,0.23,693.0,577.5,12,0,Ben Taylor,Wales
2025-02-18,P1009,Chest of Drawers,3,600,100,0.15,1530.0,1275.0,4,0,Riley Moore,North West
2024-06-12,P1008,TV Stand,1,350,60,0.25,262.5,217.5,12,0,Olivia Green,South West
2025-03-08,P1004,Bed Frame,3,1000,200,0.05,2850.0,2280.0,12,0,Katie Adams,South West
2023-12-10,P1006,Bookshelf,2,300,50,0.13,522.0,435.0,4,0,Sophie Hall,South East
2023-07-28,P1007,Office Desk,2,800,120,0.2,1280.0,1088.0,11,0,Noah Jones,Wales
2024-10-02,P1009,Chest of Drawers,2,600,100,0.15,1020.0,850.0,8,0,Sophie Hall,Midlands
2023-09-09,P1005,Wardrobe,4,1500,250,0.22,4680.0,3900.0,2,0,Sophie Hall,Midlands
2023-09-28,P1007,Office Desk,3,800,120,0.02,2352.0,1999.2,9,0,Isla Davies,North West
2025-07-08,P1000,Sofa,3,1200,300,0.21,2844.0,2133.0,7,1,Henry Hughes,North West
2024-02-23,P1006,Bookshelf,3,300,50,0.23,693.0,577.5,2,0,Isla Davies,South West
2025-03-05,P1008,TV Stand,3,350,60,0.07,976.4999999999999,809.0999999999999,9,0,Henry Hughes,South West
2024-12-25,P1003,Coffee Table,4,200,40,0.23,616.0,492.8,11,0,Olivia Green,Midlands
2024-03-08,P1006,Bookshelf,5,300,50,0.09,1365.0,1137.5,7,0,Alice Carter,Scotland
2023-04-19,P1000,Sofa,2,1200,300,0.11,2136.0,1602.0,13,0,Charlotte Evans,North West
2024-10-02,P1008,TV Stand,1,350,60,0.1,315.0,261.0,2,0,Riley Moore,Scotland
2024-01-14,P1000,Sofa,1,1200,300,0.23,924.0,693.0,13,0,Quinn Bailey,North West
2025-08-15,P1009,Chest of Drawers,2,600,100,0.01,1188.0,990.0,8,0,Ben Taylor,Wales
2023-04-13,P1009,Chest of Drawers,2,600,100,0.13,1044.0,870.0,7,0,Grace Walker,North West
2025-06-10,P1001,Dining Table,2,900,150,0.18,1476.0,1230.0,6,0,Henry Hughes,Scotland
2025-05-03,P1008,TV Stand,5,350,60,0.14,1505.0,1247.0,11,0,Katie Adams,London
2024-06-13,P1008,TV Stand,3,350,60,0.09,955.5,791.7,14,0,Grace Walker,South West
2024-11-09,P1006,Bookshelf,2,300,50,0.01,594.0,495.0,12,0,Charlotte Evans,North East
2025-09-15,P1003,Coffee Table,1,200,40,0.14,172.0,137.6,4,0,Poppy Edwards,South West
2024-03-03,P1001,Dining Table,1,900,150,0.09,819.0,682.5,14,0,Ella Robinson,North West
2025-04-01,P1002,Armchair,1,500,80,0.17,415.0,348.59999999999997,13,0,Jack Wilson,North West
2025-07-20,P1006,Bookshelf,2,300,50,0.24,456.0,380.0,9,0,Finley Thompson,Scotland
2024-05-25,P1003,Coffee Table,2,200,40,0.16,336.0,268.8,7,0,Finley Thompson,North East
2024-01-28,P1001,Dining Table,1,900,150,0.2,720.0,600.0,13,0,Jack Wilson,North West
2024-12-13,P1008,TV Stand,5,350,60,0.05,1662.5,1377.5,8,0,Riley Moore,South East
2024-05-08,P1001,Dining Table,2,900,150,0.24,1368.0,1140.0,13,0,Ella Robinson,South East
2024-06-30,P1000,Sofa,2,1200,300,0.15,2040.0,1530.0,13,0,Henry Hughes,South East
2024-08-16,P1004,Bed Frame,3,1000,200,0.16,2520.0,2016.0,9,0,Finley Thompson,South East
2024-01-24,P1007,Office Desk,4,800,120,0.24,2432.0,2067.2,3,0,Katie Adams,South East
2023-06-07,P1008,TV Stand,4,350,60,0.16,1176.0,974.4,10,0,Riley Moore,Wales
2025-10-24,P1008,TV Stand,5,350,60,0.23,1347.5,1116.5,3,1,Daniel Cooper,Wales
2023-06-16,P1009,Chest of Drawers,1,600,100,0.05,570.0,475.0,13,0,Isla Davies,South East
2025-08-17,P1005,Wardrobe,1,1500,250,0.24,1140.0,950.0,8,0,Charlotte Evans,North East
2024-02-13,P1002,Armchair,2,500,80,0.17,830.0,697.1999999999999,8,0,Mia Brown,Midlands
2023-07-13,P1008,TV Stand,4,350,60,0.14,1204.0,997.6,3,0,Isla Davies,South West
2023-08-23,P1009,Chest of Drawers,1,600,100,0.18,492.00000000000006,410.00000000000006,14,0,Charlotte Evans,South East
2024-12-18,P1002,Armchair,1,500,80,0.07,464.99999999999994,390.59999999999997,6,0,Ella Robinson,North East
2025-03-26,P1002,Armchair,3,500,80,0.24,1140.0,957.6,9,0,Quinn Bailey,Midlands
2024-02-08,P1007,Office Desk,4,800,120,0.07,2976.0,2529.6,12,0,Liam Mitchell,South West
2025-06-11,P1005,Wardrobe,3,1500,250,0.04,4320.0,3600.0,7,0,Mia Brown,Scotland
2024-11-08,P1001,Dining Table,5,900,150,0.23,3465.0,2887.5,11,0,Quinn Bailey,Scotland
2023-03-09,P1003,Coffee Table,2,200,40,0.22,312.0,249.60000000000002,3,0,Finley Thompson,Midlands
2023-03-29,P1009,Chest of Drawers,5,600,100,0.19,2430.0,2025.0000000000002,6,0,Poppy Edwards,South East
2023-08-05,P1003,Coffee Table,5,200,40,0.25,750.0,600.0,6,0,Poppy Edwards,Wales
2023-01-01,P1006,Bookshelf,3,300,50,0.07,837.0,697.5,5,0,Katie Adams,North East
2023-05-20,P1003,Coffee Table,2,200,40,0.16,336.0,268.8,13,0,Ben Taylor,South West
2024-09-09,P1007,Office Desk,2,800,120,0.05,1520.0,1292.0,14,0,Grace Walker,South West
2023-05-13,P1009,Chest of Drawers,2,600,100,0.07,1116.0,929.9999999999999,13,0,Liam Mitchell,South West
2023-06-27,P1005,Wardrobe,2,1500,250,0.09,2730.0,2275.0,6,0,Katie Adams,Scotland
2025-03-20,P1000,Sofa,2,1200,300,0.25,1800.0,1350.0,11,0,Katie Adams,Wales
2024-01-15,P1001,Dining Table,3,900,150,0.15,2295.0,1912.5,8,0,Ella Robinson,South East
2025-06-26,P1009,Chest of Drawers,4,600,100,0.18,1968.0000000000002,1640.0000000000002,10,0,Quinn Bailey,South East
2024-10-19,P1009,Chest of Drawers,5,600,100,0.02,2940.0,2450.0,14,0,Ella Robinson,Wales
2024-03-25,P1007,Office Desk,3,800,120,0.09,2184.0,1856.4,14,0,Riley Moore,North East
2024-08-08,P1001,Dining Table,2,900,150,0.11,1602.0,1335.0,7,0,Theo Clarke,South West
2024-04-07,P1005,Wardrobe,1,1500,250,0.16,1260.0,1050.0,3,0,Henry Hughes,North West
2025-09-16,P1008,TV Stand,4,350,60,0.16,1176.0,974.4,12,0,Noah Jones,North West
2023-05-02,P1000,Sofa,2,1200,300,0.04,2304.0,1728.0,11,0,Daniel Cooper,South West
2023-01-17,P1004,Bed Frame,3,1000,200,0.06,2820.0,2256.0,2,0,Ella Robinson,North West
2023-11-23,P1006,Bookshelf,1,300,50,0.23,231.0,192.5,4,0,Ella Robinson,North West
2023-11-14,P1005,Wardrobe,3,1500,250,0.12,3960.0,3300.0,14,0,Noah Jones,South East
2025-03-19,P1008,TV Stand,3,350,60,0.0,1050.0,870.0,12,0,Liam Mitchell,South East
2024-05-17,P1007,Office Desk,5,800,120,0.1,3600.0,3060.0,7,0,Jack Wilson,North West
2023-04-29,P1006,Bookshelf,3,300,50,0.12,792.0,660.0,14,0,Alice Carter,South West
2024-12-10,P1004,Bed Frame,2,1000,200,0.14,1720.0,1376.0,2,0,Katie Adams,London
2023-02-14,P1001,Dining Table,5,900,150,0.04,4320.0,3600.0,14,0,Ella Robinson,South East
2023-11-10,P1005,Wardrobe,1,1500,250,0.18,1230.0,1025.0,12,0,Daniel Cooper,South East
2024-02-22,P1004,Bed Frame,1,1000,200,0.03,970.0,776.0,10,0,Katie Adams,North East
2024-07-09,P1001,Dining Table,1,900,150,0.04,864.0,720.0,11,0,Finley Thompson,Midlands
2023-11-22,P1009,Chest of Drawers,2,600,100,0.04,1152.0,960.0,14,1,Charlotte Evans,Midlands
2024-05-29,P1000,Sofa,3,1200,300,0.02,3528.0,2646.0,5,0,Isla Davies,North West
2023-08-02,P1008,TV Stand,2,350,60,0.14,602.0,498.8,10,1,Riley Moore,South East
2023-03-15,P1008,TV Stand,5,350,60,0.11,1557.5,1290.5,7,0,Sophie Hall,North West
2024-05-23,P1008,TV Stand,2,350,60,0.09,637.0,527.8000000000001,9,0,Jack Wilson,South East
2023-11-28,P1006,Bookshelf,1,300,50,0.03,291.0,242.5,11,0,Ben Taylor,North West
2024-11-18,P1006,Bookshelf,5,300,50,0.12,1320.0,1100.0,10,1,Charlotte Evans,North East
2024-10-18,P1004,Bed Frame,2,1000,200,0.13,1740.0,1392.0,4,0,Ben Taylor,London
2025-10-24,P1001,Dining Table,1,900,150,0.09,819.0,682.5,10,1,Daniel Cooper,South West
2024-08-22,P1001,Dining Table,2,900,150,0.21,1422.0,1185.0,4,0,Poppy Edwards,South West
2023-11-21,P1007,Office Desk,1,800,120,0.15,680.0,578.0,13,0,Liam Mitchell,Scotland
2025-09-18,P1008,TV Stand,1,350,60,0.04,336.0,278.4,10,0,Daniel Cooper,North West
2024-12-17,P1002,Armchair,5,500,80,0.2,2000.0,1680.0,7,0,Sophie Hall,Midlands
2024-12-23,P1001,Dining Table,3,900,150,0.24,2052.0,1710.0,9,0,Katie Adams,London
2023-10-04,P1002,Armchair,1,500,80,0.12,440.0,369.6,9,0,Sophie Hall,South East
2024-06-19,P1000,Sofa,2,1200,300,0.14,2064.0,1548.0,2,0,Poppy Edwards,Midlands
2023-06-01,P1002,Armchair,5,500,80,0.03,2425.0,2037.0,6,0,Finley Thompson,Midlands
2025-08-12,P1006,Bookshelf,1,300,50,0.23,231.0,192.5,9,0,Alice Carter,North West
2023-09-16,P1009,Chest of Drawers,1,600,100,0.22,468.0,390.0,12,0,Grace Walker,Wales
2023-11-20,P1008,TV Stand,4,350,60,0.02,1372.0,1136.8,6,1,Henry Hughes,South West
2025-10-13,P1006,Bookshelf,3,300,50,0.15,765.0,637.5,11,0,Grace Walker,Scotland
2025-05-18,P1003,Coffee Table,4,200,40,0.06,752.0,601.5999999999999,8,0,Quinn Bailey,North West
2024-11-18,P1005,Wardrobe,1,1500,250,0.1,1350.0,1125.0,7,0,Ella Robinson,Scotland
2023-11-06,P1009,Chest of Drawers,2,600,100,0.21,948.0,790.0,7,0,Noah Jones,North West
2025-03-13,P1004,Bed Frame,4,1000,200,0.13,3480.0,2784.0,5,1,Henry Hughes,South East
2024-09-11,P1006,Bookshelf,1,300,50,0.04,288.0,240.0,8,0,Isla Davies,Wales
2024-04-17,P1000,Sofa,4,1200,300,0.17,3984.0,2988.0,2,0,Daniel Cooper,Scotland
2024-04-05,P1009,Chest of Drawers,5,600,100,0.19,2430.0,2025.0000000000002,13,0,Grace Walker,North West
2025-03-24,P1002,Armchair,4,500,80,0.15,1700.0,1428.0,4,0,Sophie Hall,London
2025-04-25,P1009,Chest of Drawers,2,600,100,0.24,912.0,760.0,6,0,Daniel Cooper,Midlands
2024-10-28,P1002,Armchair,1,500,80,0.05,475.0,399.0,8,0,Ben Taylor,Midlands
2023-09-19,P1003,Coffee Table,3,200,40,0.08,552.0,441.6,8,0,Ben Taylor,South East
2023-12-21,P1006,Bookshelf,5,300,50,0.1,1350.0,1125.0,2,0,Ella Robinson,Midlands
2025-02-08,P1004,Bed Frame,4,1000,200,0.17,3320.0,2656.0,4,0,Daniel Cooper,South West
2023-06-29,P1003,Coffee Table,5,200,40,0.07,929.9999999999999,744.0,12,0,Daniel Cooper,South West
2023-03-07,P1006,Bookshelf,1,300,50,0.04,288.0,240.0,9,0,Daniel Cooper,North East
2025-03-30,P1003,Coffee Table,4,200,40,0.18,656.0,524.8000000000001,3,0,Olivia Green,London
2023-06-20,P1002,Armchair,5,500,80,0.13,2175.0,1827.0,2,0,Daniel Cooper,North East
2024-04-18,P1005,Wardrobe,1,1500,250,0.05,1425.0,1187.5,5,0,Noah Jones,Scotland
2024-06-17,P1008,TV Stand,1,350,60,0.12,308.0,255.2,12,0,Isla Davies,Wales
2024-03-14,P1003,Coffee Table,3,200,40,0.05,570.0,456.0,6,0,Ella Robinson,Midlands
2025-04-14,P1006,Bookshelf,2,300,50,0.07,558.0,464.99999999999994,8,0,Liam Mitchell,Midlands
2023-08-15,P1003,Coffee Table,5,200,40,0.16,840.0,672.0,11,0,Poppy Edwards,Wales
2024-03-17,P1004,Bed Frame,3,1000,200,0.18,2460.0,1968.0000000000002,8,0,Noah Jones,South West
2024-01-31,P1004,Bed Frame,5,1000,200,0.19,4050.0000000000005,3240.0,2,0,Alice Carter,Scotland
2024-12-28,P1007,Office Desk,1,800,120,0.02,784.0,666.4,12,0,Finley Thompson,South West
2023-03-25,P1000,Sofa,2,1200,300,0.12,2112.0,1584.0,12,0,Olivia Green,North West
2024-11-23,P1003,Coffee Table,1,200,40,0.21,158.0,126.4,14,0,Noah Jones,South East
2024-05-07,P1004,Bed Frame,4,1000,200,0.09,3640.0,2912.0,12,0,Ella Robinson,North West
2025-08-27,P1004,Bed Frame,1,1000,200,0.08,920.0,736.0,10,0,Finley Thompson,Scotland
2023-12-19,P1000,Sofa,4,1200,300,0.11,4272.0,3204.0,6,0,Poppy Edwards,South East
2023-02-09,P1009,Chest of Drawers,5,600,100,0.09,2730.0,2275.0,2,0,Olivia Green,North East
2024-10-01,P1004,Bed Frame,5,1000,200,0.06,4700.0,3760.0,9,0,Henry Hughes,Wales
2023-06-22,P1003,Coffee Table,1,200,40,0.07,186.0,148.79999999999998,11,0,Isla Davies,Wales
2023-09-16,P1006,Bookshelf,1,300,50,0.06,282.0,235.0,10,0,Isla Davies,London
2024-05-31,P1007,Office Desk,1,800,120,0.0,800.0,680.0,6,0,Henry Hughes,Wales
2024-12-30,P1002,Armchair,5,500,80,0.2,2000.0,1680.0,11,0,Alice Carter,Midlands
2024-06-06,P1007,Office Desk,5,800,120,0.13,3480.0,2958.0,11,0,Mia Brown,Midlands
2025-04-18,P1008,TV Stand,1,350,60,0.2,280.0,232.0,4,0,Quinn Bailey,London
2023-04-27,P1001,Dining Table,2,900,150,0.2,1440.0,1200.0,3,0,Isla Davies,North East
2023-07-03,P1008,TV Stand,1,350,60,0.03,339.5,281.3,13,0,Isla Davies,South East
2023-06-11,P1004,Bed Frame,2,1000,200,0.25,1500.0,1200.0,9,0,Quinn Bailey,North West
2024-06-26,P1006,Bookshelf,5,300,50,0.13,1305.0,1087.5,10,0,Alice Carter,South East
2025-04-18,P1009,Chest of Drawers,4,600,100,0.07,2232.0,1859.9999999999998,2,0,Daniel Cooper,Midlands
2024-03-22,P1004,Bed Frame,5,1000,200,0.0,5000.0,4000.0,8,0,Isla Davies,Midlands
2024-02-20,P1008,TV Stand,1,350,60,0.03,339.5,281.3,12,0,Theo Clarke,London
2024-06-15,P1007,Office Desk,4,800,120,0.05,3040.0,2584.0,13,0,Quinn Bailey,South West
2024-03-16,P1002,Armchair,2,500,80,0.16,840.0,705.6,4,0,Alice Carter,North East
2025-01-07,P1008,TV Stand,2,350,60,0.07,651.0,539.4,4,0,Noah Jones,North East
2024-04-08,P1000,Sofa,5,1200,300,0.15,5100.0,3825.0,7,0,Poppy Edwards,Midlands
2024-01-31,P1002,Armchair,2,500,80,0.09,910.0,764.4,9,0,Daniel Cooper,North West
2024-12-11,P1006,Bookshelf,2,300,50,0.0,600.0,500.0,3,0,Isla Davies,North West
2024-01-30,P1009,Chest of Drawers,4,600,100,0.11,2136.0,1780.0,8,0,Grace Walker,Scotland
2023-11-22,P1009,Chest of Drawers,1,600,100,0.17,498.0,415.0,12,0,Sophie Hall,North East
2025-01-19,P1001,Dining Table,2,900,150,0.16,1512.0,1260.0,2,0,Mia Brown,Wales
2024-10-03,P1009,Chest of Drawers,5,600,100,0.02,2940.0,2450.0,6,0,Grace Walker,Midlands
2023-08-02,P1005,Wardrobe,4,1500,250,0.15,5100.0,4250.0,7,0,Ben Taylor,North East
2024-01-04,P1005,Wardrobe,4,1500,250,0.08,5520.0,4600.0,11,0,Poppy Edwards,Midlands
2023-02-18,P1008,TV Stand,2,350,60,0.22,546.0,452.40000000000003,12,0,Katie Adams,Wales
2023-05-13,P1003,Coffee Table,5,200,40,0.06,940.0,752.0,8,0,Noah Jones,South West
2025-09-25,P1001,Dining Table,1,900,150,0.14,774.0,645.0,10,0,Daniel Cooper,London
2025-02-24,P1003,Coffee Table,1,200,40,0.1,180.0,144.0,11,0,Noah Jones,South West
2024-01-08,P1003,Coffee Table,2,200,40,0.11,356.0,284.8,3,0,Olivia Green,Scotland
2024-04-23,P1008,TV Stand,1,350,60,0.16,294.0,243.6,10,0,Charlotte Evans,South East
2025-04-11,P1008,TV Stand,4,350,60,0.24,1064.0,881.6,6,0,Olivia Green,London
2024-10-11,P1003,Coffee Table,5,200,40,0.05,950.0,760.0,12,0,Grace Walker,Midlands
2024-11-12,P1005,Wardrobe,5,1500,250,0.22,5850.0,4875.0,14,0,Daniel Cooper,South West
2024-11-18,P1004,Bed Frame,1,1000,200,0.1,900.0,720.0,11,0,Alice Carter,Scotland
2023-03-23,P1001,Dining Table,2,900,150,0.15,1530.0,1275.0,12,0,Isla Davies,Wales
2023-03-28,P1003,Coffee Table,1,200,40,0.16,168.0,134.4,12,0,Charlotte Evans,North East
2023-08-13,P1003,Coffee Table,1,200,40,0.1,180.0,144.0,14,0,Theo Clarke,South East
2023-01-16,P1001,Dining Table,3,900,150,0.06,2538.0,2115.0,11,0,Isla Davies,Midlands
2025-04-01,P1000,Sofa,1,1200,300,0.06,1128.0,846.0,12,0,Poppy Edwards,North West
2023-06-12,P1008,TV Stand,5,350,60,0.02,1715.0,1421.0,5,0,Finley Thompson,South West
2024-05-28,P1007,Office Desk,1,800,120,0.14,688.0,584.8,9,0,Grace Walker,Scotland
2023-12-16,P1005,Wardrobe,4,1500,250,0.14,5160.0,4300.0,7,0,Daniel Cooper,South East
2024-11-11,P1008,TV Stand,2,350,60,0.08,644.0,533.6,14,0,Sophie Hall,Midlands
2023-06-30,P1009,Chest of Drawers,5,600,100,0.2,2400.0,2000.0,11,0,Isla Davies,South West
2025-01-12,P1006,Bookshelf,5,300,50,0.15,1275.0,1062.5,9,0,Liam Mitchell,North East
2024-10-21,P1007,Office Desk,4,800,120,0.18,2624.0,2230.4,9,0,Riley Moore,London
2024-05-07,P1000,Sofa,3,1200,300,0.24,2736.0,2052.0,2,0,Daniel Cooper,South West
2025-07-11,P1004,Bed Frame,3,1000,200,0.24,2280.0,1824.0,10,0,Grace Walker,London
2023-05-08,P1002,Armchair,4,500,80,0.06,1880.0,1579.1999999999998,3,0,Henry Hughes,South West
2024-07-18,P1002,Armchair,2,500,80,0.01,990.0,831.6,8,0,Grace Walker,Midlands
2024-07-03,P1003,Coffee Table,2,200,40,0.17,332.0,265.59999999999997,2,0,Ella Robinson,North West
2024-03-28,P1007,Office Desk,1,800,120,0.15,680.0,578.0,7,0,Ben Taylor,Wales
2024-04-15,P1003,Coffee Table,3,200,40,0.22,468.0,374.40000000000003,11,0,Theo Clarke,London
2025-09-14,P1000,Sofa,2,1200,300,0.05,2280.0,1710.0,9,0,Daniel Cooper,Midlands
2025-01-07,P1005,Wardrobe,1,1500,250,0.07,1395.0,1162.5,14,0,Jack Wilson,Scotland
2023-08-12,P1002,Armchair,4,500,80,0.23,1540.0,1293.6000000000001,11,0,Charlotte Evans,London
2023-06-03,P1007,Office Desk,4,800,120,0.08,2944.0,2502.4,3,0,Mia Brown,South West
2024-07-13,P1002,Armchair,4,500,80,0.21,1580.0,1327.2,8,0,Liam Mitchell,South West
2023-12-17,P1008,TV Stand,2,350,60,0.03,679.0,562.6,7,1,Finley Thompson,Scotland
2023-12-15,P1001,Dining Table,1,900,150,0.15,765.0,637.5,7,0,Charlotte Evans,London
2023-07-01,P1003,Coffee Table,2,200,40,0.02,392.0,313.6,8,0,Charlotte Evans,London
2024-09-28,P1006,Bookshelf,4,300,50,0.04,1152.0,960.0,5,1,Daniel Cooper,Scotland
2025-10-14,P1003,Coffee Table,2,200,40,0.19,324.0,259.20000000000005,14,0,Finley Thompson,North West
2023-06-28,P1008,TV Stand,4,350,60,0.24,1064.0,881.6,3,0,Riley Moore,North East
2025-02-10,P1007,Office Desk,4,800,120,0.08,2944.0,2502.4,8,0,Finley Thompson,Midlands
2025-06-12,P1007,Office Desk,5,800,120,0.21,3160.0,2686.0,11,0,Noah Jones,London
2025-10-23,P1009,Chest of Drawers,4,600,100,0.11,2136.0,1780.0,10,1,Olivia Green,North West
2025-10-12,P1005,Wardrobe,5,1500,250,0.03,7275.0,6062.5,11,0,Isla Davies,Midlands
2023-03-05,P1000,Sofa,2,1200,300,0.06,2256.0,1692.0,6,0,Grace Walker,Scotland
2023-01-29,P1004,Bed Frame,5,1000,200,0.2,4000.0,3200.0,14,0,Mia Brown,Wales
2024-01-07,P1001,Dining Table,5,900,150,0.09,4095.0,3412.5,5,0,Sophie Hall,South East
2023-04-07,P1002,Armchair,3,500,80,0.24,1140.0,957.6,8,1,Ben Taylor,Midlands
2025-09-19,P1008,TV Stand,4,350,60,0.19,1134.0,939.6,11,0,Daniel Cooper,Wales
2023-01-21,P1006,Bookshelf,1,300,50,0.22,234.0,195.0,6,0,Sophie Hall,London
2025-01-04,P1000,Sofa,3,1200,300,0.01,3564.0,2673.0,8,0,Quinn Bailey,London
2023-03-07,P1008,TV Stand,5,350,60,0.25,1312.5,1087.5,14,0,Henry Hughes,London
2024-08-25,P1003,Coffee Table,3,200,40,0.12,528.0,422.4,8,0,Ben Taylor,South East
2023-12-04,P1003,Coffee Table,1,200,40,0.08,184.0,147.20000000000002,8,0,Riley Moore,South East
2023-05-03,P1005,Wardrobe,4,1500,250,0.15,5100.0,4250.0,4,0,Quinn Bailey,South East
2024-03-22,P1004,Bed Frame,1,1000,200,0.22,780.0,624.0,8,1,Isla Davies,North East
2024-09-02,P1008,TV Stand,5,350,60,0.03,1697.5,1406.5,6,0,Ella Robinson,London
2024-11-01,P1000,Sofa,2,1200,300,0.16,2016.0,1512.0,10,1,Noah Jones,Wales
2024-09-06,P1003,Coffee Table,1,200,40,0.19,162.0,129.60000000000002,4,0,Ella Robinson,Midlands
2025-06-15,P1001,Dining Table,3,900,150,0.13,2349.0,1957.5,3,0,Quinn Bailey,London
2023-10-08,P1009,Chest of Drawers,5,600,100,0.21,2370.0,1975.0,14,1,Olivia Green,South East
2024-08-18,P1006,Bookshelf,5,300,50,0.22,1170.0,975.0,11,0,Riley Moore,South East
2024-12-03,P1005,Wardrobe,4,1500,250,0.22,4680.0,3900.0,13,0,Olivia Green,London
2023-07-29,P1004,Bed Frame,4,1000,200,0.04,3840.0,3072.0,2,0,Katie Adams,South West
2023-05-06,P1000,Sofa,3,1200,300,0.16,3024.0,2268.0,10,0,Alice Carter,South West
2024-05-06,P1000,Sofa,2,1200,300,0.01,2376.0,1782.0,12,0,Alice Carter,South East
2025-08-17,P1005,Wardrobe,2,1500,250,0.18,2460.0,2050.0,7,0,Finley Thompson,South East
2025-08-27,P1001,Dining Table,3,900,150,0.13,2349.0,1957.5,12,0,Grace Walker,Wales
2024-08-03,P1001,Dining Table,2,900,150,0.01,1782.0,1485.0,10,0,Olivia Green,North East
2025-02-15,P1000,Sofa,2,1200,300,0.13,2088.0,1566.0,12,1,Theo Clarke,South West
2023-09-15,P1002,Armchair,4,500,80,0.13,1740.0,1461.6,5,0,Liam Mitchell,North East
2023-08-18,P1006,Bookshelf,5,300,50,0.02,1470.0,1225.0,8,0,Daniel Cooper,North West
2023-07-08,P1004,Bed Frame,1,1000,200,0.17,830.0,664.0,10,0,Isla Davies,London
2023-01-10,P1001,Dining Table,1,900,150,0.18,738.0,615.0,13,0,Riley Moore,London
2024-11-06,P1009,Chest of Drawers,1,600,100,0.04,576.0,480.0,12,0,Sophie Hall,Wales
2024-05-16,P1004,Bed Frame,1,1000,200,0.19,810.0,648.0,14,0,Poppy Edwards,South East
2023-03-26,P1002,Armchair,2,500,80,0.03,970.0,814.8,9,0,Finley Thompson,North West
2023-02-18,P1008,TV Stand,3,350,60,0.12,924.0,765.6,3,0,Theo Clarke,South West
2025-04-17,P1005,Wardrobe,4,1500,250,0.12,5280.0,4400.0,14,1,Mia Brown,Wales
2025-10-04,P1000,Sofa,4,1200,300,0.24,3648.0,2736.0,10,0,Quinn Bailey,Scotland
2024-11-19,P1007,Office Desk,4,800,120,0.13,2784.0,2366.4,2,0,Alice Carter,South West
2024-01-22,P1009,Chest of Drawers,1,600,100,0.07,558.0,464.99999999999994,13,1,Ben Taylor,South West
2025-08-27,P1004,Bed Frame,1,1000,200,0.2,800.0,640.0,10,0,Henry Hughes,Scotland
2025-10-02,P1005,Wardrobe,5,1500,250,0.12,6600.0,5500.0,11,0,Katie Adams,South East
2023-08-06,P1005,Wardrobe,5,1500,250,0.13,6525.0,5437.5,8,0,Quinn Bailey,North West
2025-10-01,P1008,TV Stand,1,350,60,0.23,269.5,223.3,6,0,Ella Robinson,Scotland
